name,brand,address,lat,lon
U Stars Supermarket,,Tampines Avenue 8,1.3510967,103.9293207
U Stars Supermarket,,Yishun Avenue 4,1.4151041,103.8399222
U Stars Supermarket,,Woodlands Drive 73,1.4404745,103.806297
U Stars Supermarket,,Tampines Street 21,1.3533544,103.9525615
U Stars Supermarket,,Teck Whye Lane,1.3810408,103.7522696
U Stars Supermarket,,Elias Road,1.3786288,103.9421553
U Stars Supermarket,,Yishun Street 22,1.4366436,103.8366613
U Stars Supermarket,,Bedok North Street 3,1.3320409,103.9305111
U Stars Supermarket,,Lorong 25 Geylang,1.3148526,103.8823136
U Stars Supermarket,,Tampines Street 11,1.345878,103.9454948
U Stars Supermarket,,Ubi Avenue 1,1.3300973,103.9010705
U Stars Supermarket,,Toh Yi Drive,1.3399945,103.7731494
U Stars Supermarket,,Jurong West Street 92,1.3414333,103.6912467
U Stars Supermarket,,Hougang Avenue 1,1.3532511,103.8897356
Ang Mo Supermarket,,Alkaff Crescent,1.336438,103.8728643
U Star Supermarket,,Tampines Street 81,1.3492994,103.9348381
Don Don Donki,,Pasir Ris Close,1.377213,103.9549765
Jason's Deli,,,1.2844899,103.8602433
Prime Supermarket,,Serangoon North Avenue 3,1.3736137,103.8713274
Prime Supermarket,,Upper Aljunied Road,1.334275,103.8788956
Prime Supermarket,,Hougang Street 11,1.3518731,103.8796115
Prime Supermarket,,Yishun Avenue 6,1.4288283,103.8500035
Prime Supermarket,,Hougang Avenue 1,1.3540084,103.8909356
Prime Supermarket,,Tampines Street 81,1.3485344,103.9339014
Prime Supermarket,,Tampines North Drive 1,1.3647233,103.9373235
NTUC Fairprice,NTUC Fairprice,Bukit Batok Street 41,1.3561864,103.7407008
NTUC Fairprice,NTUC Fairprice,Ang Mo Kio Avenue 10,1.3686099,103.856046
NTUC FairPrice,NTUC Fairprice,Tampines Street 11,1.345386,103.9454495
NTUC FairPrice,NTUC Fairprice,Tampines Street 11,1.3483943,103.9481354
Bizgram Asia Pte Ltd,"Seagate, Samsung, WD, TP-Link, Cisco, Lenovo, HP, Aruba, 3M, Jabra, Logitech, Corsair, Kingston, Crucial, Sandisk,. PNY, Sapphire, MSI, Asus, Gigabyte, Asrock, Klevv",Rochor Canal Road,1.3032323,103.8531612
Pick & Go,,Somapah Road,1.3407298,103.9627729
UglyFood,,Somapah Road,1.3407334,103.9626627
Farmer,,,1.326405,103.8467095
,,,1.2919972,103.8508677
PRIME,,,1.3230167,103.9240385
Scoop Wholefoods,,,1.4060061,103.9021265
Fancy Mart,,,1.3053624,103.9047745
J-mart,,East Coast Road,1.3054399,103.904823
Sri Murugan,,,1.3429652,103.9531897
Giant Supermarket,,,1.3432179,103.9532924
HAO Eccellente,,,1.3076599,103.8335416
KL Mart,,MacPherson Road,1.3298063,103.8738978
New Econ,,,1.3277292,103.8852461
Hao Mart,,,1.399826,103.9193669
NTUC FairPrice Finest,,,1.3104,103.7961374
J Mart,,,1.3720748,103.8887513
Fairprice Xpress,,,1.3007277,103.8496842
Li Cheng Supermarket,,,1.4025273,103.9013643
HAO Mart,,,1.3998191,103.9194725
Scarlett,,,1.4068218,103.9029569
Fortune Supermarket,,Punggol Drive,1.4020081,103.9137946
Don Don Donki,Don Don Donki,,1.3208756,103.8439889
Sheng Siong,Sheng Siong,Senja Close,1.3878258,103.763142
Balu Supermarket,,,1.3218547,103.6605328
Mei Tang,Mei Tang,Saint Michael's Road,1.3262681,103.8637132
Sheng Siong,,,1.3571637,103.7436814
FairPrice Senja Heights,NTUC Fairprice,Senja Close,1.3869539,103.7616549
FairPrice Xpress,,,1.304817,103.7725315
Honest Bee Habitat,,,1.2762273,103.7971243
Sheng Siong,Sheng Siong,,1.3632233,103.8952516
FairPrice Finest,NTUC Fairprice,,1.3825576,103.8922195
Fairprice Xpress,,,1.3184958,103.9024297
FairPrice Finest,,,1.3505336,103.8488463
Scarlett Supermarket,,MacPherson Road,1.3338571,103.8877974
BNM Trading,,Joo Chiat Road,1.3103697,103.9018416
NTUC FairPrice Finest,,Bidadari Park Drive,1.3385533,103.8712185
Eccellente by Hao Mart,,,1.316766,103.7831583
MCP FAIRMART 百鮮超市,,Bedok North Avenue 4,1.3328871,103.9379857
Chaung Thar Myanmar Minimart,,Jurong East Street 24,1.3438372,103.7367607
Thai Supermarket,,Kallang Avenue,1.3097081,103.8643862
"Sing Hiong Market, Bakery & Confectionery",,Upper Aljunied Road,1.3331217,103.8787865
Sri Murugan Trading Pte Ltd,,Bukit Batok East Avenue 3,1.3472178,103.7576464
NTUC Fairprice,NTUC Fairprice,,1.397714,103.9196121
Quan Shui Wet Market,,Tagore Lane,1.3836916,103.8280781
NTUC Fairprice,NTUC Fairprice,,1.3655022,103.7750303
HAO Eccellente,,,1.3011717,103.8404406
Don Don Donki,,Airport Boulevard,1.3596752,103.9895144
Shine Korea,,,1.30938,103.8642993
,,,1.3224483,103.859819
Shwe Innwa,,,1.2921331,103.8509462
OVM Super Store,,Balestier Road,1.3228067,103.8522385
Sheng Siong,Sheng Siong,,1.4328979,103.8413083
CS Fresh,,,1.3114694,103.7938895
NTUC Fairprice,NTUC Fairprice,Balestier Road,1.3251781,103.8510683
Big G Market,,,1.3153671,103.9054847
Finest Gourmet,NTUC Fairprice,,1.3167154,103.835276
Shine Korea,Shine Korea,Bain Street,1.2964128,103.8538356
NTUC FairPrice Finest Clarke Quay,,River Valley Road,1.2910606,103.8454824
Little Farms,,Joo Chiat Road,1.3068977,103.9044849
NTUC Fairprice,NTUC Fairprice,,1.3968408,103.8887344
Sheng Siong,Sheng Siong,,1.4264721,103.8523288
Ang mo supermarket,,,1.3362266,103.8481281
CS Fresh,,Dunearn Road,1.3172829,103.8361658
Cold Storage,Cold Storage,Pasir Ris Central,1.3734003,103.9483566
Scarlett Supermarket,,Pasir Ris Central,1.3735783,103.9485573
Shafen Supermarket,,,1.3212835,103.7368405
Giant Supermarket,,Plantation Crescent,1.3577052,103.7341028
Norman,,Sumang Lane,1.401599,103.8925761
Shine Korea,Shine Korea,Rochor Road,1.3010984,103.8552433
Sheng Siong,Sheng Siong,Clementi Avenue 6,1.3221996,103.7637347
Scarlett,,,1.4181227,103.9012068
Scarlett 思家客,,Chinatown Point,1.2851743,103.8447256
Scarlett 思家客,,The Seletar Mall,1.3918557,103.8759328
Scarlett 思家客,,Westgate,1.3342909,103.7427095
TaoYuan 桃園,,Northpoint City,1.4295823,103.8356806
NTUC FairPrice Finest,,Century Square,1.3521474,103.9439445
Sheng Siong,,,1.3171819,103.9466204
FairPrice,,,1.4174709,103.9113649
Giant Mega Tampines,,Tampines North Drive 2,1.3721266,103.9319998
Sunnychoice,,Upper Bukit Timah Road,1.3593085,103.7676508
Cold Storage,,Jalan Asas,1.3603085,103.7675591
Fair Price,,,1.3235495,103.6653511
Shipmart Pte Ltd,,Wishart Road,1.2690936,103.8147233
Cold Storage,,,1.2887675,103.8050186
Kok Fah Technology Farm,,,1.3937537,103.7279865
S-Power Mini Supermarket,,Yio Chu Kang Road,1.3617131,103.8736873
NTUC Fairprice,NTUC Fairprice,,1.3604356,103.9891666
NTUC FairPrice Xtra,,Marine Parade Road,1.3012205,103.9050905
Cold Storage,,Marine Parade Road,1.300713,103.9053675
Four Seasons Organic Market,,,1.3007334,103.9056839
Shahid Mini Mart LLP,,Tampines Street 72,1.3601099,103.9344762
All India,,,1.3080867,103.8543014
Prime,Prime,Sumang Walk,1.4111068,103.897531
,,,1.3476975,103.8872021
NTUC Fairprice,NTUC Fairprice,Alexandra View,1.2901076,103.8166471
UnPackt 1st Zero Waste Store,,,1.4084145,103.7800647
Sheng Siong,Sheng Siong,,1.2984172,103.8035521
,,,1.2963597,103.8065611
Prime supermarket,,Bidadari Park Drive,1.3340029,103.8707323
,,,1.3425138,103.8758827
,,,1.2960082,103.8112632
NTUC Fairprice,NTUC Fairprice,,1.3867212,103.9090795
